image_id,crop_id,label,tumor_area,w1,h1,w2,h2
1666,24,HGSC,839452,3072,12288,4096,13312
1666,25,HGSC,832778,34816,10240,35840,11264
1666,26,HGSC,822036,3072,11264,4096,12288
1666,27,HGSC,819919,32768,10240,33792,11264
1666,28,HGSC,815249,32768,11264,33792,12288
1666,29,HGSC,806337,5120,11264,6144,12288
1666,30,HGSC,799463,4096,12288,5120,13312
1666,31,HGSC,797065,32768,7168,33792,8192
1774,0,HGSC,819237,31744,7168,32768,8192
1774,1,HGSC,521184,31744,6144,32768,7168
1774,2,HGSC,386417,30720,7168,31744,8192
1774,3,HGSC,382496,30720,6144,31744,7168
1774,4,HGSC,323707,29696,6144,30720,7168
1774,5,HGSC,270821,32768,7168,33792,8192
1774,6,HGSC,268124,31744,8192,32768,9216
1774,7,HGSC,226826,37888,11264,38912,12288
1774,8,HGSC,222911,36864,5120,37888,6144
1774,9,HGSC,219245,29696,7168,30720,8192
1774,10,HGSC,207215,35840,5120,36864,6144
1774,11,HGSC,152267,35840,4096,36864,5120
1774,12,HGSC,151388,36864,11264,37888,12288
1774,13,HGSC,151068,36864,4096,37888,5120
1774,14,HGSC,140218,32768,6144,33792,7168
1774,15,HGSC,120318,37888,12288,38912,13312
1774,16,HGSC,109543,32768,8192,33792,9216
1774,17,HGSC,109038,36864,12288,37888,13312
1774,18,HGSC,92940,30720,8192,31744,9216
1774,19,HGSC,87141,29696,5120,30720,6144
1774,20,HGSC,84566,5120,19456,6144,20480
1774,21,HGSC,83749,5120,21504,6144,22528
1774,22,HGSC,77621,30720,5120,31744,6144
1774,23,HGSC,74293,38912,11264,39936,12288
1774,24,HGSC,73674,38912,12288,39936,13312
1774,25,HGSC,62981,36864,13312,37888,14336
1774,26,HGSC,61481,37888,13312,38912,14336
1774,27,HGSC,60315,5120,22528,6144,23552
1774,28,HGSC,56436,6144,21504,7168,22528
1774,29,HGSC,56287,37888,5120,38912,6144
1774,30,HGSC,54489,28672,6144,29696,7168
1774,31,HGSC,52810,38912,13312,39936,14336
1925,0,HGSC,927093,18432,3072,19456,4096
1925,1,HGSC,920356,17408,3072,18432,4096
1925,2,HGSC,916519,23552,3072,24576,4096
1925,3,HGSC,905813,19456,3072,20480,4096
1925,4,HGSC,905085,20480,3072,21504,4096
1925,5,HGSC,897950,21504,3072,22528,4096
1925,6,HGSC,897161,21504,2048,22528,3072
1925,7,HGSC,889506,24576,3072,25600,4096
1925,8,HGSC,888734,23552,4096,24576,5120
1925,9,HGSC,881243,20480,2048,21504,3072
1925,10,HGSC,877227,19456,2048,20480,3072
1925,11,HGSC,865652,28672,17408,29696,18432
1925,12,HGSC,863459,23552,2048,24576,3072
1925,13,HGSC,861893,28672,2048,29696,3072
1925,14,HGSC,861880,22528,2048,23552,3072
1925,15,HGSC,860998,24576,4096,25600,5120
1925,16,HGSC,860330,22528,3072,23552,4096
1925,17,HGSC,833337,28672,7168,29696,8192
1925,18,HGSC,827074,24576,2048,25600,3072
1925,19,HGSC,811416,22528,4096,23552,5120
1925,20,HGSC,805438,25600,3072,26624,4096
1925,21,HGSC,801513,17408,4096,18432,5120
1925,22,HGSC,788222,28672,6144,29696,7168
1925,23,HGSC,786573,18432,2048,19456,3072
1925,24,HGSC,786533,28672,1024,29696,2048
1925,25,HGSC,777126,29696,2048,30720,3072
1925,26,HGSC,773058,24576,5120,25600,6144
1925,27,HGSC,767001,26624,7168,27648,8192
1925,28,HGSC,766549,28672,8192,29696,9216
1925,29,HGSC,761158,21504,4096,22528,5120
1925,30,HGSC,760365,25600,2048,26624,3072
1925,31,HGSC,757387,16384,5120,17408,6144
1943,0,CC,240559,66560,10240,67584,11264
1943,1,CC,240394,66560,9216,67584,10240
1943,2,CC,185113,65536,11264,66560,12288
1943,3,CC,184478,65536,10240,66560,11264
1943,4,CC,145703,53248,7168,54272,8192
1943,5,CC,142945,53248,8192,54272,9216
1943,6,CC,139693,54272,7168,55296,8192
1943,7,CC,130013,67584,9216,68608,10240
1943,8,CC,124766,52224,7168,53248,8192
1943,9,CC,119259,22528,14336,23552,15360
1943,10,CC,118430,54272,8192,55296,9216
1943,11,CC,115906,66560,11264,67584,12288
1943,12,CC,106909,24576,13312,25600,14336
1943,13,CC,101643,22528,15360,23552,16384
1943,14,CC,97842,65536,9216,66560,10240
1943,15,CC,97085,67584,10240,68608,11264
1943,16,CC,80567,23552,14336,24576,15360
1943,17,CC,72996,23552,13312,24576,14336
1943,18,CC,72149,51200,7168,52224,8192
1943,19,CC,64473,52224,8192,53248,9216
1943,20,CC,54543,9216,11264,10240,12288
1943,21,CC,54403,24576,12288,25600,13312
1943,22,CC,53328,10240,12288,11264,13312
