image_id,label,image_width,image_height,image_type,organ,cancer_subtype,dataset,image_path
kztymsrjx9_12,MC,618,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/12.jpg
kztymsrjx9_13,MC,616,445,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/13.jpg
kztymsrjx9_14,MC,616,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/14.jpg
kztymsrjx9_15,MC,619,435,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/15.jpg
kztymsrjx9_16,MC,618,441,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/16.jpg
kztymsrjx9_17,MC,618,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/17.jpg
kztymsrjx9_18,MC,613,441,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/18.jpg
kztymsrjx9_19,MC,616,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/19.jpg
kztymsrjx9_20,MC,616,434,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/20.jpg
kztymsrjx9_21,MC,615,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/21.jpg
kztymsrjx9_22,MC,620,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/22.jpg
kztymsrjx9_23,MC,613,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/23.jpg
kztymsrjx9_24,MC,620,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/24.jpg
kztymsrjx9_25,MC,613,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/25.jpg
kztymsrjx9_26,MC,613,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/26.jpg
kztymsrjx9_27,MC,614,438,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/27.jpg
kztymsrjx9_28,MC,616,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/28.jpg
kztymsrjx9_29,MC,611,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/29.jpg
kztymsrjx9_30,MC,620,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/30.jpg
kztymsrjx9_31,MC,619,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/31.jpg
kztymsrjx9_32,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/32.jpg
kztymsrjx9_33,MC,616,437,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/33.jpg
kztymsrjx9_34,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/34.jpg
kztymsrjx9_35,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/35.jpg
kztymsrjx9_36,MC,614,438,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/36.jpg
kztymsrjx9_37,MC,618,434,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/37.jpg
kztymsrjx9_38,MC,619,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/38.jpg
kztymsrjx9_39,MC,618,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/39.jpg
kztymsrjx9_40,MC,615,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/40.jpg
kztymsrjx9_41,MC,620,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/41.jpg
kztymsrjx9_42,MC,615,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/42.jpg
kztymsrjx9_43,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/43.jpg
kztymsrjx9_44,MC,614,463,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/44.jpg
kztymsrjx9_45,MC,615,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/45.jpg
kztymsrjx9_46,MC,609,462,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/46.jpg
kztymsrjx9_47,MC,618,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/47.jpg
kztymsrjx9_48,MC,613,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/48.jpg
kztymsrjx9_49,MC,617,437,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/49.jpg
kztymsrjx9_50,MC,616,437,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/50.jpg
kztymsrjx9_51,MC,618,436,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/51.jpg
kztymsrjx9_52,MC,620,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/52.jpg
kztymsrjx9_53,MC,618,446,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/53.jpg
kztymsrjx9_54,MC,611,435,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/54.jpg
kztymsrjx9_55,MC,613,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/55.jpg
kztymsrjx9_56,MC,612,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/56.jpg
kztymsrjx9_57,MC,616,445,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/57.jpg
kztymsrjx9_58,MC,613,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/58.jpg
kztymsrjx9_59,MC,615,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/59.jpg
kztymsrjx9_60,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/60.jpg
kztymsrjx9_61,MC,620,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/61.jpg
kztymsrjx9_62,MC,616,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/62.jpg
kztymsrjx9_63,MC,616,446,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/63.jpg
kztymsrjx9_64,MC,612,430,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/64.jpg
kztymsrjx9_65,MC,611,462,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/65.jpg
kztymsrjx9_66,MC,618,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/66.jpg
kztymsrjx9_67,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/67.jpg
kztymsrjx9_68,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/68.jpg
kztymsrjx9_69,MC,612,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/69.jpg
kztymsrjx9_70,MC,616,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/70.jpg
kztymsrjx9_71,MC,617,458,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/71.jpg
kztymsrjx9_72,MC,613,445,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/72.jpg
kztymsrjx9_73,MC,609,459,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/73.jpg
kztymsrjx9_74,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/74.jpg
kztymsrjx9_75,MC,621,441,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/75.jpg
kztymsrjx9_76,MC,611,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/76.jpg
kztymsrjx9_77,MC,615,459,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/77.jpg
kztymsrjx9_78,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/78.jpg
kztymsrjx9_79,MC,617,436,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/79.jpg
kztymsrjx9_80,MC,615,441,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/80.jpg
kztymsrjx9_81,MC,615,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/81.jpg
kztymsrjx9_82,MC,620,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/82.jpg
kztymsrjx9_83,MC,619,444,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/83.jpg
kztymsrjx9_84,MC,618,435,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/84.jpg
kztymsrjx9_85,MC,617,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/85.jpg
kztymsrjx9_86,MC,614,462,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/86.jpg
kztymsrjx9_87,MC,613,443,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/87.jpg
kztymsrjx9_88,MC,613,439,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/88.jpg
kztymsrjx9_89,MC,616,438,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/89.jpg
kztymsrjx9_90,MC,614,463,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/90.jpg
kztymsrjx9_91,MC,617,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/91.jpg
kztymsrjx9_92,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/92.jpg
kztymsrjx9_93,MC,619,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/93.jpg
kztymsrjx9_94,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/94.jpg
kztymsrjx9_95,MC,618,438,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/95.jpg
kztymsrjx9_96,MC,614,438,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/96.jpg
kztymsrjx9_97,MC,616,442,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/97.jpg
kztymsrjx9_98,MC,616,440,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/98.jpg
kztymsrjx9_99,MC,615,460,tma,ovary,Mucinous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/99.jpg
kztymsrjx9_100,HGSC,610,429,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/100.jpg
kztymsrjx9_101,HGSC,616,438,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/101.jpg
kztymsrjx9_102,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/102.jpg
kztymsrjx9_103,HGSC,613,430,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/103.jpg
kztymsrjx9_104,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/104.jpg
kztymsrjx9_105,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/105.jpg
kztymsrjx9_106,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/106.jpg
kztymsrjx9_107,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/107.jpg
kztymsrjx9_108,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/108.jpg
kztymsrjx9_109,HGSC,618,441,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/109.jpg
kztymsrjx9_110,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/110.jpg
kztymsrjx9_111,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/111.jpg
kztymsrjx9_112,HGSC,614,438,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/112.jpg
kztymsrjx9_113,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/113.jpg
kztymsrjx9_114,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/114.jpg
kztymsrjx9_115,HGSC,618,438,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/115.jpg
kztymsrjx9_116,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/116.jpg
kztymsrjx9_117,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/117.jpg
kztymsrjx9_118,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/118.jpg
kztymsrjx9_119,HGSC,616,439,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/119.jpg
kztymsrjx9_120,HGSC,612,442,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/120.jpg
kztymsrjx9_121,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/121.jpg
kztymsrjx9_122,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/122.jpg
kztymsrjx9_123,HGSC,888,550,tma,ovary,Serous,kztymsrjx9,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/kztymsrjx9/images/123.jpg
