image_id,label,image_width,image_height,image_type,organ,cancer_subtype,dataset,image_path
tissuearraycom_17,Other,1276,1040,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/17.png
tissuearraycom_18,Other,1391,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/18.png
tissuearraycom_19,MC,1274,1051,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/19.png
tissuearraycom_20,LGSC,908,902,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/20.png
tissuearraycom_21,Other,1037,1042,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/21.png
tissuearraycom_22,LGSC,920,866,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/22.png
tissuearraycom_23,HGSC,1077,1019,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/23.png
tissuearraycom_24,Other,1333,1048,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/24.png
tissuearraycom_25,Other,1291,1043,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/25.png
tissuearraycom_26,HGSC,910,900,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/26.png
tissuearraycom_27,Other,1055,1017,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/27.png
tissuearraycom_28,Other,1274,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/28.png
tissuearraycom_29,HGSC,820,816,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/29.png
tissuearraycom_30,Other,1190,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/30.png
tissuearraycom_31,Other,1221,1041,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/31.png
tissuearraycom_32,HGSC,1307,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/32.png
tissuearraycom_33,HGSC,1330,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/33.png
tissuearraycom_34,Other,1217,1039,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/34.png
tissuearraycom_35,Other,1008,987,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/35.png
tissuearraycom_36,Other,1446,1043,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/36.png
tissuearraycom_37,Other,1086,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/37.png
tissuearraycom_38,Other,1207,1035,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/38.png
tissuearraycom_39,Other,1190,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/39.png
tissuearraycom_40,HGSC,885,894,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/40.png
tissuearraycom_41,CC,901,890,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/41.png
tissuearraycom_42,Other,1114,1036,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/42.png
tissuearraycom_43,LGSC,1128,1045,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/43.png
tissuearraycom_44,Other,1023,1002,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/44.png
tissuearraycom_45,Other,1071,1035,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/45.png
tissuearraycom_46,HGSC,908,901,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/46.png
tissuearraycom_47,Other,1394,1040,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/47.png
tissuearraycom_48,MC,1445,1041,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/48.png
tissuearraycom_49,HGSC,901,890,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/49.png
tissuearraycom_50,HGSC,908,901,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/50.png
tissuearraycom_51,Other,1126,1040,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/51.png
tissuearraycom_52,HGSC,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/52.png
tissuearraycom_53,HGSC,920,874,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/53.png
tissuearraycom_54,Other,1428,1034,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/54.png
tissuearraycom_55,Other,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/55.png
tissuearraycom_56,CC,1218,1046,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/56.png
tissuearraycom_57,Other,1295,1035,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/57.png
tissuearraycom_58,LGSC,911,847,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/58.png
tissuearraycom_59,Other,1274,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/59.png
tissuearraycom_60,HGSC,1077,1019,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/60.png
tissuearraycom_61,MC,1236,1038,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/61.png
tissuearraycom_62,HGSC,1307,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/62.png
tissuearraycom_63,Other,1613,1040,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/63.png
tissuearraycom_64,Other,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/64.png
tissuearraycom_65,Other,1373,1038,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/65.png
tissuearraycom_66,HGSC,1158,1043,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/66.png
tissuearraycom_67,HGSC,1077,1019,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/67.png
tissuearraycom_68,Other,1256,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/68.png
tissuearraycom_69,MC,1514,1043,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/69.png
tissuearraycom_70,Other,1294,1041,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/70.png
tissuearraycom_71,HGSC,908,902,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/71.png
tissuearraycom_72,Other,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/72.png
tissuearraycom_73,EC,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/73.png
tissuearraycom_74,HGSC,1358,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/74.png
tissuearraycom_75,LGSC,911,902,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/75.png
tissuearraycom_76,Other,1113,1042,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/76.png
tissuearraycom_77,LGSC,908,902,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/77.png
tissuearraycom_78,HGSC,904,854,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/78.png
tissuearraycom_79,Other,885,1008,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/79.png
tissuearraycom_80,HGSC,1307,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/80.png
tissuearraycom_81,HGSC,951,891,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/81.png
tissuearraycom_82,Other,1328,1040,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/82.png
tissuearraycom_83,MC,910,900,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/83.png
tissuearraycom_84,HGSC,1358,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/84.png
tissuearraycom_85,MC,910,900,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/85.png
tissuearraycom_86,HGSC,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/86.png
tissuearraycom_87,HGSC,901,890,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/87.png
tissuearraycom_88,HGSC,1107,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/88.png
tissuearraycom_89,Other,1327,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/89.png
tissuearraycom_90,HGSC,1386,1043,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/90.png
tissuearraycom_91,Other,1185,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/91.png
tissuearraycom_92,Other,1323,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/92.png
tissuearraycom_93,Other,1245,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/93.png
tissuearraycom_94,MC,859,905,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/94.png
tissuearraycom_95,Other,1190,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/95.png
tissuearraycom_96,Other,1114,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/96.png
tissuearraycom_97,Other,1316,1039,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/97.png
tissuearraycom_98,MC,1427,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/98.png
tissuearraycom_99,HGSC,1163,1030,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/99.png
tissuearraycom_100,HGSC,911,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/100.png
tissuearraycom_101,HGSC,952,895,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/101.png
tissuearraycom_102,CC,910,901,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/102.png
tissuearraycom_103,HGSC,1560,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/103.png
tissuearraycom_104,Other,1274,1038,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/104.png
tissuearraycom_105,Other,1258,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/105.png
tissuearraycom_106,Other,1185,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/106.png
tissuearraycom_107,HGSC,1358,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/107.png
tissuearraycom_108,Other,1371,1035,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/108.png
tissuearraycom_109,HGSC,910,900,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/109.png
tissuearraycom_110,Other,1008,987,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/110.png
tissuearraycom_111,Other,1327,1037,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/111.png
tissuearraycom_112,Other,1328,1040,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/112.png
tissuearraycom_113,LGSC,910,900,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/113.png
tissuearraycom_114,MC,1138,1039,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/114.png
tissuearraycom_115,Other,1269,1041,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/115.png
tissuearraycom_116,LGSC,1436,1045,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/116.png
tissuearraycom_117,Other,1051,1001,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/117.png
tissuearraycom_118,Other,1360,1038,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/118.png
tissuearraycom_119,HGSC,1233,1045,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/119.png
tissuearraycom_120,Other,1106,1033,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/120.png
tissuearraycom_121,Other,1335,1036,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/121.png
tissuearraycom_122,HGSC,1116,1036,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/122.png
tissuearraycom_123,Other,1288,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/123.png
tissuearraycom_124,HGSC,1358,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/124.png
tissuearraycom_125,LGSC,906,896,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/125.png
tissuearraycom_126,HGSC,910,903,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/126.png
tissuearraycom_127,Other,1528,1039,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/127.png
tissuearraycom_128,HGSC,910,902,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/128.png
tissuearraycom_129,HGSC,881,839,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/129.png
tissuearraycom_130,HGSC,906,896,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/130.png
tissuearraycom_131,HGSC,1358,1047,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/131.png
tissuearraycom_132,HGSC,1118,1044,tma,ovary,,tissuearraycom,/home/gunes/Desktop/Kaggle/ubc-ovarian-cancer-subtype-classification-and-outlier-detection/data/model_datasets/tissuearraycom/images/132.png
